policy_seed,state_id,slope
1,52,0.7613837329937791
1,53,0.25199503938213547
1,54,0.9510190007258068
1,55,0.06355333297864356
1,56,0.9068201187612346
1,57,0.39801989406954785
1,58,4.865250025788656
1,59,0.9360652385073664
1,60,0.806949078326608
1,61,0.6442260742168233
1,62,0.3129440784316819
1,63,9.913261876089994
1,64,2.1192254789880782
1,65,0.9963627686711003
1,66,0.3108897947376837
1,67,0.7236739619927989
1,68,0.3862423494161047
1,69,0.1192506145085674
1,70,0.9253349472182119
1,71,0.9396379037960079
1,72,0.5203467711389212
1,73,2.550811706500084
1,74,0.8220270529495196
1,75,0.6502586034368125
1,76,1.4547967972480937
1,77,0.23526934778853648
1,78,0.09733576018527244
1,79,1.388566620053238
1,80,1.2912631673740689
1,81,0.06628643915607321
1,82,2.383329823079045
1,83,0.035143165777015054
1,84,0.7106853316408294
1,85,7.829001527834625
1,86,1.7419978613808913
1,87,7.9063891889764655
1,88,1.305327504054509
1,89,0.6683897890298978
1,90,-0.003038010464938518
1,91,0.19374302432106827
1,92,1.400252689594866
1,93,0.7191819658628642
1,94,1.0660858263907296
1,95,1.03135504741347
1,96,2.254746119385506
1,97,0.5802807412434666
1,98,0.47592437745496846
1,99,0.09219316400853912
2,0,0.1615873841983643
2,1,0.031236168082230988
2,2,0.11362747473668622
2,3,0.1529983411711871
2,4,0.22773177200077274
2,5,0.16763312789682436
2,6,0.06212254180672294
2,7,0.16190819555455555
2,8,0.24832695041125458
2,9,0.022974998177487955
2,10,0.2630463501531372
2,11,0.06315149370042497
2,12,0.02175259433286493
2,13,0.3215085676162894
2,14,0.1822757236207351
2,15,0.0688093095737922
2,16,0.10990861577494485
2,17,0.23204818960384302
2,18,0.15485030931585594
2,19,0.12388901788267224
2,20,0.33081100365496
2,21,0.12229438600255772
2,22,0.03977106125841975
2,23,0.10149079771774978
2,24,0.09047748474990484
2,25,0.19371858687191446
2,26,1.3551460512729638
2,27,0.18452566827194913
2,28,1.1752581756491531
2,29,0.16217951092110255
2,30,0.13937948304034814
2,31,0.04298733709176412
2,32,0.06078991897225669
2,33,0.21471893739282585
2,34,0.1566335531600164
2,35,0.07723676170251907
2,36,0.21205314652262694
2,37,0.1711040637722452
2,38,0.08866663280871252
2,39,0.1960434133505133
2,40,0.16926563185330415
2,41,0.05663444367703603
2,42,0.028858618554607127
2,43,0.19321077248010401
2,44,0.15218080894436825
2,45,0.06881687709280199
2,46,0.21981595748695051
2,47,0.278140516741169
2,48,0.19303917056994144
2,49,0.2868993964290989
2,50,0.052939763272713006
2,51,0.09215595628460183
2,52,0.01209630572841406
2,53,0.1710492411458283
2,54,0.1691781636171669
2,55,0.16581813873421558
2,56,0.09852873990642103
2,57,0.11215252623520611
2,58,0.10997254400917696
2,59,0.03455687337981523
2,60,1.2082104370021736
2,61,0.361105906500968
2,62,0.13188264956287943
2,63,0.0471601639060979
2,64,0.20370443411409833
2,65,0.0013958389681353915
2,66,0.16073024627883692
2,67,0.05394766206539213
2,68,0.09605577710824556
2,69,0.03812570652759094
2,70,0.019561958403561012
2,71,0.17591650047724114
2,72,0.040330298959571555
2,73,0.2996443131762643
2,74,0.07518124141189249
2,75,0.17221960736680214
2,76,0.018107373702344463
2,77,0.1621093629000467
2,78,0.03514198959949824
2,79,0.4124560010298342
2,80,0.06584121125588879
2,81,0.1569053826379375
2,82,0.33473903180536824
2,83,0.10571935203707107
2,84,0.20761047432018087
2,85,0.06261954719003403
2,86,0.33665630841974814
2,87,0.04944471399038555
2,88,0.3135175399195853
2,89,0.07395263494106287
2,90,0.1685985857220219
2,91,0.09266500424792631
2,92,0.15542332359205474
2,93,0.12014073978799279
2,94,0.021408719196318957
2,95,0.1122062849871898
2,96,0.3919211381318623
2,97,0.039536336035024766
2,98,0.15224373870765068
2,99,0.00952875696797175
3,0,4.54028915046913
3,1,0.5626760978032982
3,2,0.13854842332747397
3,3,0.5837198237879396
3,4,-0.12667480878873957
3,5,0.479237788796964
3,6,6.282666689391111
3,7,6.484869366189913
3,8,0.5206585079744446
3,9,3.4878802780816973
3,10,0.46453990623081565
3,11,0.10086080438870512
3,12,5.360851177274666
3,13,0.1802954378250866
3,14,0.21836624852815442
3,15,5.045917658158639
3,16,0.6100808333087772
3,17,0.11474335630201639
3,18,0.3157368281819377
3,19,0.09201204217034346
3,20,1.2862173284369196
3,21,0.08425005802292025
3,22,0.4213343212020709
3,23,7.970806181553271
3,24,7.197553374567043
3,25,0.3143956463480158
3,26,4.536960976148131
3,27,1.427178712513586
3,28,0.32531727787491016
3,29,0.12366603439171775
3,30,3.5700703557297
3,31,0.5825734506733111
3,32,0.9964259908159454
3,33,5.258188678865096
3,34,0.15077503542921475
3,35,6.006633562612772
3,36,0.9606889870370245
3,37,-0.01894045072663214
3,38,1.0360879820746822
3,39,7.518488283207757
3,40,0.6311268408736223
3,41,0.3943223484228831
3,42,-0.02768669406323232
3,43,0.38614267544455094
3,44,0.17249235221697093
3,45,0.6741268731997379
3,46,0.47253055951132805
3,47,-0.025254571258129018
3,48,0.5535905573991339
3,49,0.3809237675467225
3,50,3.7897170864954
3,51,0.2526507958500572
3,52,0.2353137541402121
3,53,13.68859103077692
3,54,0.6431237211663442
3,55,0.008836046086014068
3,56,0.050057448998470096
3,57,5.986967185244444
3,58,0.4160829915621207
3,59,0.25898886910233515
3,60,4.228835929404133
3,61,0.49326588180347186
3,62,-10.43103403763747
3,63,0.7166542329945731
3,64,12.498592438566641
3,65,0.783623499659926
3,66,3.724550609676055
3,67,0.48489910130631697
3,68,0.46981865441366816
3,69,-0.09901373710246734
3,70,0.09392896199543514
3,71,9.376227339656975
3,72,0.5108611850000223
3,73,12.21585273002979
3,74,0.17565392450578776
3,75,9.757316741058203
3,76,0.028245822176025198
3,77,7.469246472461126
3,78,0.025102886600640598
3,79,1.2571671012384817
3,80,0.527367398731936
3,81,0.06300089513686938
3,82,0.1928482196315723
3,83,7.470807963988296
3,84,0.70602437286429
3,85,0.16229727275461242
3,86,1.3952693863040855
3,87,6.110981574726079
3,88,0.5607917929655266
3,89,5.260608417239287
3,90,0.5623055827328624
3,91,0.055979927101808574
3,92,0.13060556312293242
3,93,3.1117247883824164
3,94,0.10573237921478755
3,95,0.7089257710134073
3,96,1.1688572474881482
3,97,0.8380839583570721
3,98,0.49425342198451455
3,99,4.136349488957598
4,0,0.6602962244266694
4,1,1.6106548588365814
4,2,0.24492029429133708
4,3,1.5260298611697094
4,4,0.10054363839364716
4,5,1.0468128496678175
4,6,1.0773717234818294
4,7,0.7855885960326828
4,8,1.22163991322463
4,9,0.9666794333302295
4,10,1.0884118020281168
4,11,0.019198624604735003
4,12,0.029582338105015614
4,13,1.4582997078965025
4,14,0.5216377875776622
4,15,0.7176371662052844
4,16,1.3931899936645635
4,17,0.7231394106785384
4,18,0.01096566899809787
4,19,0.03772733780705777
4,20,0.9151084900699683
4,21,0.6332518303080561
4,22,0.012787575871616422
4,23,0.8108153911404478
4,24,0.9365795943413977
4,25,0.2828903446134119
4,26,0.6812724237866716
4,27,0.02858656800488686
4,28,1.0538833316152814
4,29,0.665730861998785
4,30,0.0888988631008363
4,31,0.7421719107478932
4,32,0.5591351966809699
4,33,0.21094848463145782
4,34,0.02873294176962348
4,35,2.09815995714443
4,36,0.44976806514703205
4,37,1.1418106728342612
4,38,1.0745268152271146
4,39,1.1083438381719009
4,40,0.7126802469636675
4,41,1.5294018821311872
4,42,0.018149404233260474
4,43,0.6086295947099549
4,44,1.103715781376932
4,45,0.18312121601917103
4,46,0.9484984838705277
4,47,1.0796559834476005
4,48,0.6030247077210455
4,49,1.4727215780229457
4,50,0.8065628192138773
4,51,1.6896755396635934
4,52,0.8619384104738664
4,53,0.20060014300674167
4,54,0.35490469983341416
4,55,0.4293330219193731
4,56,0.03271676742742272
4,57,0.1324064985469251
4,58,1.685553083647996
4,59,0.5925707169997273
4,60,0.7780582258210924
4,61,0.7771956230904744
4,62,0.11974369244317665
4,63,2.338926949321464
4,64,1.636326499334338
4,65,1.1705524955168018
4,66,0.24173878581798675
4,67,1.3531857227585524
4,68,0.7751733125078336
4,69,1.069724117500339
4,70,1.2609361301162962
4,71,0.22469380820631274
4,72,0.14376535233168175
4,73,0.5614881009513999
4,74,1.340607485993611
4,75,0.19277812968974647
4,76,1.3183113870656231
4,77,0.09535543401778065
4,78,0.010747343999870288
4,79,1.4672689990904546
4,80,0.9944745821634704
4,81,0.04041923141924376
4,82,0.4424376677456562
4,83,0.12947363379174398
4,84,1.3776214515565084
4,85,0.30216367020959434
4,86,0.2111471971736005
4,87,0.8997676622404627
4,88,0.9354221305251648
4,89,0.3645677928977308
4,90,0.36682018093574725
4,91,1.1269514351088505
4,92,1.0310207656539263
4,93,0.388780422224157
4,94,0.1756286476386068
4,95,1.4283306905447108
4,96,0.9835782455469576
4,97,1.2652081695377841
4,98,0.20121023419491457
4,99,1.3132573632217603
